,sessionID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,userID,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,cluster
7748,2_39_128_18_2018-08-24 16:33:41.007844,"Fri, 24 Aug 2018 16:33:41 GMT","Sat, 25 Aug 2018 01:57:17 GMT","Sat, 25 Aug 2018 01:57:12 GMT",28.908,000000216,250.0,60.0,240.0,583.0,"Fri, 24 Aug 2018 16:34:45 GMT",True,"Sat, 25 Aug 2018 02:16:41 GMT",2.0
7751,2_39_88_24_2018-08-24 16:39:45.614332,"Fri, 24 Aug 2018 16:39:46 GMT","Fri, 24 Aug 2018 19:25:44 GMT","Fri, 24 Aug 2018 19:25:40 GMT",5.111,000000258,200.0,32.0,160.0,247.0,"Fri, 24 Aug 2018 16:40:36 GMT",True,"Fri, 24 Aug 2018 20:46:46 GMT",0.0
7772,2_39_125_559_2018-08-24 22:15:28.785395,"Fri, 24 Aug 2018 22:15:29 GMT","Sat, 25 Aug 2018 00:57:36 GMT","Sat, 25 Aug 2018 00:42:42 GMT",4.282,000000222,259.0,75.11,290.0,179.0,"Fri, 24 Aug 2018 22:15:52 GMT",True,"Sat, 25 Aug 2018 01:14:29 GMT",0.0
7774,2_39_78_360_2018-08-24 23:47:35.732553,"Fri, 24 Aug 2018 23:47:36 GMT","Sat, 25 Aug 2018 00:15:04 GMT","Sat, 25 Aug 2018 00:07:37 GMT",0.7499253285540954,000000287,250.0,25.0,100.0,235.0,"Fri, 24 Aug 2018 23:48:15 GMT",True,"Sat, 25 Aug 2018 03:42:36 GMT",0.0
7799,2_39_139_28_2018-08-25 08:44:12.987656,"Sat, 25 Aug 2018 08:44:13 GMT","Sat, 25 Aug 2018 23:00:44 GMT","Sat, 25 Aug 2018 15:04:37 GMT",41.45,000000067,250.0,60.0,240.0,337.0,"Sat, 25 Aug 2018 08:45:29 GMT",True,"Sat, 25 Aug 2018 14:21:13 GMT",1.0
7816,2_39_91_437_2018-08-25 17:05:53.348280,"Sat, 25 Aug 2018 17:05:53 GMT","Sat, 25 Aug 2018 17:25:05 GMT","Sat, 25 Aug 2018 17:25:00 GMT",1.974,000000291,400.0,32.0,80.0,189.0,"Sat, 25 Aug 2018 17:06:37 GMT",True,"Sat, 25 Aug 2018 20:14:53 GMT",1.0
7829,2_39_138_29_2018-08-25 20:40:55.799848,"Sat, 25 Aug 2018 20:40:56 GMT","Sun, 26 Aug 2018 00:08:15 GMT","Sun, 26 Aug 2018 00:01:30 GMT",22.304,000000259,300.0,75.0,250.0,168.0,"Sat, 25 Aug 2018 20:41:40 GMT",True,"Sat, 25 Aug 2018 23:28:56 GMT",1.0
7844,2_39_79_381_2018-08-26 03:26:09.886695,"Sun, 26 Aug 2018 03:26:10 GMT","Sun, 26 Aug 2018 17:17:07 GMT","Sun, 26 Aug 2018 12:20:23 GMT",57.989,000000058,300.0,81.0,270.0,720.0,"Sun, 26 Aug 2018 03:27:08 GMT",True,"Sun, 26 Aug 2018 15:26:10 GMT",1.0
7881,2_39_123_23_2018-08-26 20:17:24.306320,"Sun, 26 Aug 2018 20:17:24 GMT","Sun, 26 Aug 2018 21:24:48 GMT","Sun, 26 Aug 2018 21:17:26 GMT",6.567,000000295,400.0,24.0,60.0,60.0,"Sun, 26 Aug 2018 20:17:28 GMT",True,"Sun, 26 Aug 2018 21:17:24 GMT",0.0
7932,2_39_131_30_2018-08-27 15:16:20.510302,"Mon, 27 Aug 2018 15:16:21 GMT","Mon, 27 Aug 2018 23:05:21 GMT","Mon, 27 Aug 2018 23:05:17 GMT",16.023,000000162,340.0,27.2,80.0,256.0,"Mon, 27 Aug 2018 15:16:55 GMT",True,"Mon, 27 Aug 2018 19:32:21 GMT",1.0
7962,2_39_127_561_2018-08-27 16:50:18.729441,"Mon, 27 Aug 2018 16:50:19 GMT","Tue, 28 Aug 2018 02:14:18 GMT","Tue, 28 Aug 2018 02:14:13 GMT",36.585,000000216,250.0,72.5,290.0,620.0,"Mon, 27 Aug 2018 16:50:41 GMT",True,"Tue, 28 Aug 2018 03:10:19 GMT",2.0
8016,2_39_79_378_2018-08-28 14:08:33.726130,"Tue, 28 Aug 2018 14:08:34 GMT","Tue, 28 Aug 2018 22:49:46 GMT","Tue, 28 Aug 2018 22:22:06 GMT",18.315,000000286,333.0,33.3,100.0,468.0,"Tue, 28 Aug 2018 14:09:03 GMT",True,"Tue, 28 Aug 2018 21:56:34 GMT",1.0
8021,2_39_130_31_2018-08-28 15:00:24.869645,"Tue, 28 Aug 2018 15:00:25 GMT","Tue, 28 Aug 2018 23:51:57 GMT","Tue, 28 Aug 2018 23:51:53 GMT",30.168,000000234,200.0,30.0,150.0,582.0,"Tue, 28 Aug 2018 15:00:45 GMT",True,"Wed, 29 Aug 2018 00:42:25 GMT",1.0
8107,2_39_130_31_2018-08-29 14:44:59.497824,"Wed, 29 Aug 2018 14:44:59 GMT","Wed, 29 Aug 2018 22:07:32 GMT","Wed, 29 Aug 2018 22:07:28 GMT",15.338,000000162,340.0,27.2,80.0,356.0,"Wed, 29 Aug 2018 14:45:41 GMT",True,"Wed, 29 Aug 2018 20:40:59 GMT",1.0
8257,2_39_79_379_2018-08-31 00:39:06.819297,"Fri, 31 Aug 2018 00:39:07 GMT","Fri, 31 Aug 2018 04:52:10 GMT","Fri, 31 Aug 2018 04:52:07 GMT",28.022,000000290,400.0,56.0,140.0,278.0,"Fri, 31 Aug 2018 00:40:36 GMT",True,"Fri, 31 Aug 2018 05:17:07 GMT",1.0
8271,2_39_138_29_2018-08-31 04:12:54.700741,"Fri, 31 Aug 2018 04:12:55 GMT","Fri, 31 Aug 2018 06:43:15 GMT","Fri, 31 Aug 2018 06:43:06 GMT",17.123,000000259,300.0,75.0,250.0,653.0,"Fri, 31 Aug 2018 04:13:46 GMT",True,"Fri, 31 Aug 2018 15:05:55 GMT",1.0
8278,2_39_131_30_2018-08-31 06:45:50.920396,"Fri, 31 Aug 2018 06:45:51 GMT","Fri, 31 Aug 2018 14:59:06 GMT","Fri, 31 Aug 2018 14:19:05 GMT",48.043,000000259,300.0,75.0,250.0,743.0,"Fri, 31 Aug 2018 06:46:15 GMT",True,"Fri, 31 Aug 2018 19:08:51 GMT",1.0
8362,2_39_78_360_2018-09-01 01:10:49.414161,"Sat, 01 Sep 2018 01:10:49 GMT","Sat, 01 Sep 2018 21:30:12 GMT","Sat, 01 Sep 2018 12:47:07 GMT",19.456,000000290,400.0,52.0,130.0,200.0,"Sat, 01 Sep 2018 01:12:35 GMT",True,"Sat, 01 Sep 2018 04:30:49 GMT",1.0
8385,2_39_91_437_2018-09-01 16:29:35.661527,"Sat, 01 Sep 2018 16:29:36 GMT","Sun, 02 Sep 2018 00:16:50 GMT","Sat, 01 Sep 2018 22:56:06 GMT",42.138,000000291,400.0,48.0,120.0,570.0,"Sat, 01 Sep 2018 16:34:27 GMT",True,"Sun, 02 Sep 2018 01:59:36 GMT",1.0
8456,2_39_138_29_2018-09-03 00:55:50.190398,"Mon, 03 Sep 2018 00:55:50 GMT","Mon, 03 Sep 2018 06:43:59 GMT","Mon, 03 Sep 2018 06:43:49 GMT",38.773,000000325,400.0,80.0,200.0,60.0,"Mon, 03 Sep 2018 00:56:10 GMT",True,"Mon, 03 Sep 2018 01:55:50 GMT",1.0
8476,2_39_78_363_2018-09-03 19:11:28.722398,"Mon, 03 Sep 2018 19:11:29 GMT","Tue, 04 Sep 2018 00:20:16 GMT","Mon, 03 Sep 2018 21:58:55 GMT",17.577,000000241,400.0,32.0,80.0,60.0,"Mon, 03 Sep 2018 19:13:03 GMT",True,"Mon, 03 Sep 2018 20:11:29 GMT",0.0
8566,2_39_139_28_2018-09-05 00:13:06.867600,"Wed, 05 Sep 2018 00:13:07 GMT","Wed, 05 Sep 2018 02:05:37 GMT","Wed, 05 Sep 2018 02:05:29 GMT",12.425,000000216,250.0,20.0,80.0,103.0,"Wed, 05 Sep 2018 00:13:59 GMT",True,"Wed, 05 Sep 2018 01:56:07 GMT",2.0
8652,2_39_95_27_2018-09-06 01:03:54.928777,"Thu, 06 Sep 2018 01:03:55 GMT","Thu, 06 Sep 2018 03:14:01 GMT","Thu, 06 Sep 2018 03:13:57 GMT",14.897,000000231,250.0,30.0,120.0,192.0,"Thu, 06 Sep 2018 01:05:43 GMT",True,"Thu, 06 Sep 2018 04:15:55 GMT",0.0
8663,2_39_123_23_2018-09-06 02:56:36.541434,"Thu, 06 Sep 2018 02:56:37 GMT","Thu, 06 Sep 2018 13:19:46 GMT","Thu, 06 Sep 2018 07:06:27 GMT",27.422,000000301,400.0,28.0,70.0,59.0,"Thu, 06 Sep 2018 02:57:28 GMT",True,"Thu, 06 Sep 2018 03:55:37 GMT",1.0
8668,2_39_79_377_2018-09-06 03:27:39.914480,"Thu, 06 Sep 2018 03:27:40 GMT","Thu, 06 Sep 2018 16:12:09 GMT","Thu, 06 Sep 2018 15:59:12 GMT",44.881,000000248,250.0,37.5,150.0,712.0,"Thu, 06 Sep 2018 03:28:59 GMT",True,"Thu, 06 Sep 2018 15:19:40 GMT",0.0
8734,2_39_91_437_2018-09-06 22:28:32.290257,"Thu, 06 Sep 2018 22:28:32 GMT","Fri, 07 Sep 2018 01:47:18 GMT","Fri, 07 Sep 2018 01:47:13 GMT",21.269,000000222,259.0,75.11,290.0,144.0,"Thu, 06 Sep 2018 22:28:35 GMT",True,"Fri, 07 Sep 2018 00:52:32 GMT",0.0
8750,2_39_139_28_2018-09-07 01:26:21.634026,"Fri, 07 Sep 2018 01:26:22 GMT","Fri, 07 Sep 2018 02:25:58 GMT","Fri, 07 Sep 2018 02:25:54 GMT",6.414,000000216,250.0,20.0,80.0,156.0,"Fri, 07 Sep 2018 01:26:58 GMT",True,"Fri, 07 Sep 2018 04:02:22 GMT",2.0
8767,2_39_127_19_2018-09-07 04:37:34.350498,"Fri, 07 Sep 2018 04:37:34 GMT","Fri, 07 Sep 2018 05:38:24 GMT","Fri, 07 Sep 2018 05:39:22 GMT",6.519,000000303,400.0,16.0,40.0,60.0,"Fri, 07 Sep 2018 04:38:52 GMT",True,"Fri, 07 Sep 2018 05:37:34 GMT",0.0
8769,2_39_127_19_2018-09-07 05:38:27.383463,"Fri, 07 Sep 2018 05:38:27 GMT","Fri, 07 Sep 2018 06:29:10 GMT","Fri, 07 Sep 2018 06:30:10 GMT",5.438,000000303,600.0,12.0,20.0,60.0,"Fri, 07 Sep 2018 05:38:30 GMT",True,"Fri, 07 Sep 2018 06:38:27 GMT",0.0
8770,2_39_127_19_2018-09-07 06:29:13.766735,"Fri, 07 Sep 2018 06:29:14 GMT","Fri, 07 Sep 2018 06:44:08 GMT","Fri, 07 Sep 2018 06:44:00 GMT",1.538,000000303,400.0,12.0,30.0,53.0,"Fri, 07 Sep 2018 06:29:27 GMT",True,"Fri, 07 Sep 2018 07:22:14 GMT",0.0
8779,2_39_131_30_2018-09-07 14:34:03.731479,"Fri, 07 Sep 2018 14:34:04 GMT","Sat, 08 Sep 2018 01:16:00 GMT","Sat, 08 Sep 2018 00:21:40 GMT",12.476,000000061,250.0,15.0,60.0,618.0,"Fri, 07 Sep 2018 14:34:38 GMT",True,"Sat, 08 Sep 2018 00:52:04 GMT",1.0
8785,2_39_79_378_2018-09-07 15:13:31.476074,"Fri, 07 Sep 2018 15:13:31 GMT","Fri, 07 Sep 2018 18:53:29 GMT","Fri, 07 Sep 2018 17:18:54 GMT",11.395,000000022,350.0,35.0,100.0,378.0,"Fri, 07 Sep 2018 15:14:01 GMT",True,"Fri, 07 Sep 2018 21:31:31 GMT",2.0
8801,2_39_91_437_2018-09-07 15:48:25.717310,"Fri, 07 Sep 2018 15:48:26 GMT","Sat, 08 Sep 2018 02:28:16 GMT","Fri, 07 Sep 2018 16:44:42 GMT",1.79,000000324,400.0,8.0,20.0,60.0,"Fri, 07 Sep 2018 15:49:35 GMT",True,"Fri, 07 Sep 2018 16:48:26 GMT",1.0
8817,2_39_128_562_2018-09-07 16:27:14.737074,"Fri, 07 Sep 2018 16:27:15 GMT","Sat, 08 Sep 2018 00:18:50 GMT","Fri, 07 Sep 2018 22:41:02 GMT",35.518,000000216,250.0,40.0,160.0,558.0,"Fri, 07 Sep 2018 16:28:23 GMT",True,"Sat, 08 Sep 2018 01:45:15 GMT",2.0
8847,2_39_79_381_2018-09-08 00:24:32.863876,"Sat, 08 Sep 2018 00:24:33 GMT","Sat, 08 Sep 2018 01:53:56 GMT","Sat, 08 Sep 2018 01:53:48 GMT",6.057,000000222,259.0,75.11,290.0,196.0,"Sat, 08 Sep 2018 00:24:40 GMT",True,"Sat, 08 Sep 2018 03:40:33 GMT",0.0
8850,2_39_138_29_2018-09-08 00:56:24.492580,"Sat, 08 Sep 2018 00:56:24 GMT","Sat, 08 Sep 2018 07:25:02 GMT","Sat, 08 Sep 2018 04:28:52 GMT",23.332,000000340,233.0,46.6,200.0,403.0,"Sat, 08 Sep 2018 00:59:44 GMT",True,"Sat, 08 Sep 2018 07:39:24 GMT",1.0
8862,2_39_89_25_2018-09-08 02:56:37.277284,"Sat, 08 Sep 2018 02:56:37 GMT","Sat, 08 Sep 2018 18:02:04 GMT","Sat, 08 Sep 2018 16:20:10 GMT",36.277,000000292,350.0,36.4,104.0,712.0,"Sat, 08 Sep 2018 02:56:43 GMT",True,"Sat, 08 Sep 2018 14:48:37 GMT",1.0
8864,2_39_79_379_2018-09-08 03:27:28.762000,"Sat, 08 Sep 2018 03:27:29 GMT","Mon, 10 Sep 2018 00:38:24 GMT","Sat, 08 Sep 2018 07:10:31 GMT",23.814,000000290,400.0,48.0,120.0,273.0,"Sat, 08 Sep 2018 03:30:14 GMT",True,"Sat, 08 Sep 2018 08:00:29 GMT",1.0
8879,2_39_129_17_2018-09-08 17:05:33.251335,"Sat, 08 Sep 2018 17:05:33 GMT","Sat, 08 Sep 2018 22:07:05 GMT","Sat, 08 Sep 2018 19:18:49 GMT",13.038,000000291,400.0,24.0,60.0,184.0,"Sat, 08 Sep 2018 17:05:39 GMT",True,"Sat, 08 Sep 2018 20:09:33 GMT",1.0
8897,2_39_130_31_2018-09-08 21:01:08.135327,"Sat, 08 Sep 2018 21:01:08 GMT","Sat, 08 Sep 2018 22:47:28 GMT","Sat, 08 Sep 2018 22:47:24 GMT",11.646,000000248,250.0,12.5,50.0,154.0,"Sat, 08 Sep 2018 21:02:09 GMT",True,"Sat, 08 Sep 2018 23:35:08 GMT",0.0
8914,2_39_89_25_2018-09-09 05:11:43.273175,"Sun, 09 Sep 2018 05:11:43 GMT","Sun, 09 Sep 2018 14:23:21 GMT","Sun, 09 Sep 2018 14:24:20 GMT",6.644,000000300,400.0,20.0,50.0,60.0,"Sun, 09 Sep 2018 05:11:52 GMT",True,"Sun, 09 Sep 2018 06:11:43 GMT",1.0
8919,2_39_139_28_2018-09-09 14:12:15.911149,"Sun, 09 Sep 2018 14:12:16 GMT","Sun, 09 Sep 2018 16:17:26 GMT","Sun, 09 Sep 2018 15:26:30 GMT",2.297,000000324,400.0,8.0,20.0,140.0,"Sun, 09 Sep 2018 14:12:40 GMT",True,"Sun, 09 Sep 2018 16:32:16 GMT",1.0
8935,2_39_79_380_2018-09-09 18:58:48.478500,"Sun, 09 Sep 2018 18:58:48 GMT","Sun, 09 Sep 2018 20:22:56 GMT","Sun, 09 Sep 2018 19:16:16 GMT",0.753,000000364,400.0,16.0,40.0,138.0,"Sun, 09 Sep 2018 18:59:51 GMT",True,"Sun, 09 Sep 2018 21:16:48 GMT",0.0
8964,2_39_91_437_2018-09-10 04:58:52.780651,"Mon, 10 Sep 2018 04:58:53 GMT","Mon, 10 Sep 2018 14:41:55 GMT","Mon, 10 Sep 2018 11:25:12 GMT",16.551,000000242,286.0,20.02,70.0,486.0,"Mon, 10 Sep 2018 05:00:57 GMT",True,"Mon, 10 Sep 2018 13:04:53 GMT",1.0
8965,2_39_129_17_2018-09-10 05:09:44.143650,"Mon, 10 Sep 2018 05:09:44 GMT","Mon, 10 Sep 2018 10:02:48 GMT","Mon, 10 Sep 2018 10:02:43 GMT",29.643,000000259,300.0,75.0,250.0,720.0,"Mon, 10 Sep 2018 05:11:58 GMT",True,"Mon, 10 Sep 2018 17:09:44 GMT",1.0
8968,2_39_130_31_2018-09-10 10:02:20.384264,"Mon, 10 Sep 2018 10:02:20 GMT","Mon, 10 Sep 2018 15:57:13 GMT","Mon, 10 Sep 2018 14:04:13 GMT",26.329,000000259,300.0,30.0,100.0,203.0,"Mon, 10 Sep 2018 10:04:17 GMT",True,"Mon, 10 Sep 2018 13:25:20 GMT",1.0
8973,2_39_79_380_2018-09-10 13:49:38.708843,"Mon, 10 Sep 2018 13:49:39 GMT","Mon, 10 Sep 2018 18:42:19 GMT","Mon, 10 Sep 2018 15:26:35 GMT",7.988,000000066,400.0,12.0,30.0,533.0,"Mon, 10 Sep 2018 13:50:29 GMT",True,"Mon, 10 Sep 2018 22:42:39 GMT",1.0
8979,2_39_131_30_2018-09-10 14:34:52.106885,"Mon, 10 Sep 2018 14:34:52 GMT","Tue, 11 Sep 2018 01:25:09 GMT","Mon, 10 Sep 2018 16:40:06 GMT",12.509,000000061,250.0,12.5,50.0,618.0,"Mon, 10 Sep 2018 14:35:20 GMT",True,"Tue, 11 Sep 2018 00:52:52 GMT",1.0
8989,2_39_79_382_2018-09-10 15:20:47.400694,"Mon, 10 Sep 2018 15:20:47 GMT","Tue, 11 Sep 2018 00:20:59 GMT","Mon, 10 Sep 2018 23:28:22 GMT",27.432,000000232,250.0,27.5,110.0,493.0,"Mon, 10 Sep 2018 15:21:26 GMT",True,"Mon, 10 Sep 2018 23:33:47 GMT",1.0
9019,2_39_89_25_2018-09-10 17:26:46.529299,"Mon, 10 Sep 2018 17:26:47 GMT","Mon, 10 Sep 2018 21:23:41 GMT","Mon, 10 Sep 2018 18:15:47 GMT",1.573,000000324,400.0,8.0,20.0,140.0,"Mon, 10 Sep 2018 17:27:07 GMT",True,"Mon, 10 Sep 2018 19:46:47 GMT",1.0
9041,2_39_123_23_2018-09-10 23:55:46.063969,"Mon, 10 Sep 2018 23:55:46 GMT","Tue, 11 Sep 2018 00:47:12 GMT","Tue, 11 Sep 2018 00:46:40 GMT",5.448,000000303,400.0,20.0,50.0,51.0,"Mon, 10 Sep 2018 23:55:47 GMT",True,"Tue, 11 Sep 2018 00:46:46 GMT",0.0
9043,2_39_123_23_2018-09-11 00:48:03.051421,"Tue, 11 Sep 2018 00:48:03 GMT","Tue, 11 Sep 2018 01:37:31 GMT","Tue, 11 Sep 2018 01:37:27 GMT",5.259,000000303,400.0,8.0,20.0,51.0,"Tue, 11 Sep 2018 00:48:39 GMT",True,"Tue, 11 Sep 2018 01:39:03 GMT",0.0
9051,2_39_139_28_2018-09-11 02:02:45.534047,"Tue, 11 Sep 2018 02:02:46 GMT","Tue, 11 Sep 2018 02:32:35 GMT","Tue, 11 Sep 2018 02:32:03 GMT",2.913,000000272,400.0,20.0,50.0,30.0,"Tue, 11 Sep 2018 02:06:03 GMT",True,"Tue, 11 Sep 2018 02:32:46 GMT",0.0
9070,2_39_139_28_2018-09-11 14:35:10.286068,"Tue, 11 Sep 2018 14:35:10 GMT","Wed, 12 Sep 2018 01:02:00 GMT","Wed, 12 Sep 2018 00:18:46 GMT",1.95,000000061,250.0,5.0,20.0,618.0,"Tue, 11 Sep 2018 14:35:29 GMT",True,"Wed, 12 Sep 2018 00:53:10 GMT",1.0
9102,2_39_123_557_2018-09-11 16:22:11.145142,"Tue, 11 Sep 2018 16:22:11 GMT","Wed, 12 Sep 2018 03:34:52 GMT","Tue, 11 Sep 2018 17:19:15 GMT",1.824,000000324,400.0,8.0,20.0,140.0,"Tue, 11 Sep 2018 16:22:36 GMT",True,"Tue, 11 Sep 2018 18:42:11 GMT",1.0
9110,2_39_79_380_2018-09-11 17:09:22.234833,"Tue, 11 Sep 2018 17:09:22 GMT","Tue, 11 Sep 2018 21:36:05 GMT","Tue, 11 Sep 2018 21:31:29 GMT",24.869,000000022,350.0,35.0,100.0,378.0,"Tue, 11 Sep 2018 17:09:48 GMT",True,"Tue, 11 Sep 2018 23:27:22 GMT",2.0
9129,2_39_78_363_2018-09-11 22:05:17.570682,"Tue, 11 Sep 2018 22:05:18 GMT","Wed, 12 Sep 2018 01:26:10 GMT","Wed, 12 Sep 2018 01:21:15 GMT",20.364,000000222,259.0,75.11,290.0,196.0,"Tue, 11 Sep 2018 22:05:49 GMT",True,"Wed, 12 Sep 2018 01:21:18 GMT",0.0
9137,2_39_130_31_2018-09-12 00:12:18.150700,"Wed, 12 Sep 2018 00:12:18 GMT","Wed, 12 Sep 2018 01:58:46 GMT","Wed, 12 Sep 2018 01:58:42 GMT",11.357,000000216,250.0,35.0,140.0,279.0,"Wed, 12 Sep 2018 00:12:39 GMT",True,"Wed, 12 Sep 2018 04:51:18 GMT",2.0
9151,2_39_129_17_2018-09-12 02:22:00.479821,"Wed, 12 Sep 2018 02:22:00 GMT","Wed, 12 Sep 2018 08:44:47 GMT","Wed, 12 Sep 2018 07:21:03 GMT",15.701,000000242,286.0,20.02,70.0,396.0,"Wed, 12 Sep 2018 02:23:09 GMT",True,"Wed, 12 Sep 2018 08:58:00 GMT",1.0
9154,2_39_79_379_2018-09-12 02:33:42.176660,"Wed, 12 Sep 2018 02:33:42 GMT","Wed, 12 Sep 2018 15:05:23 GMT","Wed, 12 Sep 2018 06:02:49 GMT",21.741,000000290,400.0,52.0,130.0,271.0,"Wed, 12 Sep 2018 02:34:48 GMT",True,"Wed, 12 Sep 2018 07:04:42 GMT",1.0
9163,2_39_124_22_2018-09-12 06:08:25.502317,"Wed, 12 Sep 2018 06:08:25 GMT","Wed, 12 Sep 2018 13:51:20 GMT","Wed, 12 Sep 2018 10:57:28 GMT",30.147,000000301,400.0,32.0,80.0,465.0,"Wed, 12 Sep 2018 06:09:06 GMT",True,"Wed, 12 Sep 2018 13:53:25 GMT",1.0
9174,2_39_124_22_2018-09-12 15:01:51.319257,"Wed, 12 Sep 2018 15:01:51 GMT","Wed, 12 Sep 2018 23:10:11 GMT","Wed, 12 Sep 2018 16:59:17 GMT",10.379,000000162,340.0,34.0,100.0,267.0,"Wed, 12 Sep 2018 15:03:40 GMT",True,"Wed, 12 Sep 2018 19:28:51 GMT",1.0
9178,2_39_79_379_2018-09-12 15:15:34.095018,"Wed, 12 Sep 2018 15:15:34 GMT","Wed, 12 Sep 2018 21:44:07 GMT","Wed, 12 Sep 2018 20:54:59 GMT",32.136,000000022,350.0,35.0,100.0,393.0,"Wed, 12 Sep 2018 15:16:32 GMT",True,"Wed, 12 Sep 2018 21:48:34 GMT",2.0
9183,2_39_89_25_2018-09-12 15:31:42.610263,"Wed, 12 Sep 2018 15:31:43 GMT","Thu, 13 Sep 2018 04:15:49 GMT","Wed, 12 Sep 2018 16:18:32 GMT",1.447,000000324,400.0,8.0,20.0,140.0,"Wed, 12 Sep 2018 15:32:11 GMT",True,"Wed, 12 Sep 2018 17:51:43 GMT",1.0
9223,2_39_91_437_2018-09-12 23:59:43.185648,"Wed, 12 Sep 2018 23:59:43 GMT","Thu, 13 Sep 2018 00:51:32 GMT","Thu, 13 Sep 2018 00:52:31 GMT",5.1,000000303,400.0,20.0,50.0,51.0,"Thu, 13 Sep 2018 00:00:16 GMT",True,"Thu, 13 Sep 2018 00:50:43 GMT",0.0
9256,2_39_138_29_2018-09-13 14:34:12.987932,"Thu, 13 Sep 2018 14:34:13 GMT","Fri, 14 Sep 2018 01:18:16 GMT","Fri, 14 Sep 2018 01:18:11 GMT",7.969,000000061,250.0,5.0,20.0,618.0,"Thu, 13 Sep 2018 14:34:33 GMT",True,"Fri, 14 Sep 2018 00:52:13 GMT",1.0
9306,2_39_129_17_2018-09-13 22:36:52.197703,"Thu, 13 Sep 2018 22:36:52 GMT","Fri, 14 Sep 2018 00:51:55 GMT","Fri, 14 Sep 2018 00:51:46 GMT",13.561,000000222,259.0,75.11,290.0,196.0,"Thu, 13 Sep 2018 22:36:57 GMT",True,"Fri, 14 Sep 2018 01:52:52 GMT",0.0
9320,2_39_79_379_2018-09-14 02:16:08.727636,"Fri, 14 Sep 2018 02:16:09 GMT","Fri, 14 Sep 2018 14:54:08 GMT","Fri, 14 Sep 2018 14:25:45 GMT",26.481,000000290,400.0,52.0,130.0,268.0,"Fri, 14 Sep 2018 02:16:58 GMT",True,"Fri, 14 Sep 2018 06:44:09 GMT",1.0
9328,2_39_123_23_2018-09-14 03:11:35.340029,"Fri, 14 Sep 2018 03:11:35 GMT","Fri, 14 Sep 2018 03:31:41 GMT","Fri, 14 Sep 2018 03:31:37 GMT",1.915,000000316,400.0,32.0,80.0,139.0,"Fri, 14 Sep 2018 03:12:02 GMT",True,"Fri, 14 Sep 2018 05:30:35 GMT",1.0
9333,2_39_79_381_2018-09-14 04:28:55.977870,"Fri, 14 Sep 2018 04:28:56 GMT","Fri, 14 Sep 2018 17:49:26 GMT","Fri, 14 Sep 2018 17:19:28 GMT",44.703,000000342,300.0,81.0,270.0,720.0,"Fri, 14 Sep 2018 04:29:43 GMT",True,"Fri, 14 Sep 2018 16:28:56 GMT",1.0
9358,2_39_79_378_2018-09-14 15:16:44.057513,"Fri, 14 Sep 2018 15:16:44 GMT","Fri, 14 Sep 2018 17:53:03 GMT","Fri, 14 Sep 2018 17:52:58 GMT",14.797,000000022,350.0,35.0,100.0,218.0,"Fri, 14 Sep 2018 15:17:24 GMT",True,"Fri, 14 Sep 2018 18:54:44 GMT",2.0
9368,2_39_124_22_2018-09-14 15:43:03.346732,"Fri, 14 Sep 2018 15:43:03 GMT","Fri, 14 Sep 2018 23:35:25 GMT","Fri, 14 Sep 2018 18:37:13 GMT",17.89,000000162,340.0,23.8,70.0,166.0,"Fri, 14 Sep 2018 15:43:36 GMT",True,"Fri, 14 Sep 2018 18:29:03 GMT",1.0
9371,2_39_90_26_2018-09-14 15:51:01.452278,"Fri, 14 Sep 2018 15:51:01 GMT","Sat, 15 Sep 2018 03:31:37 GMT","Fri, 14 Sep 2018 16:47:53 GMT",1.836,000000324,400.0,8.0,20.0,139.0,"Fri, 14 Sep 2018 15:51:11 GMT",True,"Fri, 14 Sep 2018 18:10:01 GMT",1.0
9380,2_39_92_436_2018-09-14 16:29:13.439089,"Fri, 14 Sep 2018 16:29:13 GMT","Sat, 15 Sep 2018 00:15:48 GMT","Fri, 14 Sep 2018 23:19:11 GMT",44.618,000000216,250.0,45.0,180.0,616.0,"Fri, 14 Sep 2018 16:29:35 GMT",True,"Sat, 15 Sep 2018 02:45:13 GMT",2.0
9405,2_39_78_366_2018-09-14 23:18:40.798136,"Fri, 14 Sep 2018 23:18:41 GMT","Sat, 15 Sep 2018 02:15:55 GMT","Sat, 15 Sep 2018 02:15:53 GMT",16.733,000000222,259.0,75.11,290.0,196.0,"Fri, 14 Sep 2018 23:18:54 GMT",True,"Sat, 15 Sep 2018 02:34:41 GMT",0.0
9415,2_39_92_436_2018-09-15 01:14:50.916381,"Sat, 15 Sep 2018 01:14:51 GMT","Sat, 15 Sep 2018 01:25:57 GMT","Sat, 15 Sep 2018 01:25:48 GMT",1.069,000000289,400.0,8.0,20.0,60.0,"Sat, 15 Sep 2018 01:16:00 GMT",True,"Sat, 15 Sep 2018 02:14:51 GMT",1.0
9434,2_39_129_17_2018-09-15 08:56:37.498161,"Sat, 15 Sep 2018 08:56:37 GMT","Sat, 15 Sep 2018 19:24:39 GMT","Sat, 15 Sep 2018 14:37:49 GMT",37.964,000000067,250.0,60.0,240.0,438.0,"Sat, 15 Sep 2018 08:57:02 GMT",True,"Sat, 15 Sep 2018 16:14:37 GMT",1.0
